name,domain,website_summary,linkedin_product_summary,linkedin_other_summary,last_post_date,inactive_6m,contradiction_notes,category,primary_user_summary,unique_value_prop,funding_status,funding_amount,funding_confidence,sources,data_notes,last_updated
Tenkay,https://tenkay.ai/,"Tenkay sells an Excel add-in (available on Microsoft AppSource) that automatically updates financial models with earnings data seconds after a company reports, covering both GAAP and non-GAAP metrics and summarizing management commentary. It is built for professional investors who maintain their own or third-party Excel-based financial models.",,,,Yes,,Research Analysts,Buy-side research analysts and portfolio managers at investment firms use this to instantly refresh their Excel financial models with the latest earnings data and management commentary without manual data entry.,"Differentiates by updating analysts' existing Excel financial models with earnings data seconds after a company reports, covering both GAAP and non-GAAP metrics — the most narrowly focused and fastest post-earnings model-update tool in this list.",,,Unverified,Website: https://tenkay.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/tenkay-ai,"LinkedIn: page found, no post activity detected",2026-07-23
Tenzing Memo,https://tenzingmemo.com/,"Tenzing MEMO is a research tool for investment professionals that provides instant briefings, Q&A, and news monitoring on roughly 6,000 public companies by processing SEC filings, earnings calls, and financial news in real time. It is built for buyside analysts, portfolio managers, and other finance professionals who need to get up to speed quickly on companies without spending days on manual research.",Tenzing MEMO is used to stress-test investment assumptions and summarize recent earnings quarter strengths and weaknesses across companies like Lululemon and Accenture. Users mention it compresses company research from days to minutes by surfacing key investment controversies and financial data through a co-pilot-style Q&A interface.,"The LinkedIn posts are primarily thought-leadership content analyzing public equities such as Biogen, DexCom, Microsoft, NVIDIA, KKR, Copart, Accenture, Robinhood, Urban Outfitters, and Lululemon, written to demonstrate the kind of analysis MEMO supports rather than announcing events, hiring, or fundraising.",2026-07-21,No,,Research Analysts,"Buyside research analysts and portfolio managers at hedge funds and asset managers use Tenzing MEMO daily to rapidly ramp up on new company coverage, prep for earnings calls, and monitor news across a large universe of public equities.","Undifferentiated — overlaps heavily with Marvin Labs, Hudson Labs, and Dotadda on real-time SEC filing and earnings call Q&A with citations for buyside analysts, without a distinct data source or modality.",,,Unverified,Website: https://tenzingmemo.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/tenzing-memo,,2026-07-23
Tracelight,https://tracelight.ai/,"Tracelight is an AI tool that works inside Excel to help financial analysts and consultants build, audit, and automate complex financial models faster and more accurately than general-purpose AI tools like Claude or GPT-4.","Tracelight recently launched PDF citations (automatically pulling data from PDFs into Excel with source highlighting), Spreadsheet Apps (turning Excel models into interactive browser-based apps), and Projects (organizing files and chats around a model in one place); it also offers an error-checking engine it claims is twice as accurate as Claude.","Tracelight announced a $3.6M seed round, is hiring AI Deployment Leads from consulting and finance backgrounds, and its CEO has spoken at EY-Parthenon partner events; the company publishes thought leadership on AI's impact on consulting economics and the 'Jevons Paradox' for business analysis.",2026-07-29,No,,Research Analysts,"Financial analysts and consultants at management consultancies and PE firms use Tracelight daily inside Excel to build, validate, and automate complex financial models such as LBOs, valuations, and cash flow forecasts.","Differentiates by offering an error-checking engine claimed to be twice as accurate as Claude for Excel models, plus Spreadsheet Apps that turn Excel models into browser-based interactive apps — the only platform here converting spreadsheets into shareable web applications.",Funded,$3.6M Seed,Verified,Website: https://tracelight.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/tracelightai | Funding (web search): https://www.finsmes.com/2025/08/tracelight-raises-3-6m-in-seed-funding.html,,2026-07-23
Transcripts Platform Aeronaut,https://transcripts.platformaeronaut.com/,"Platform Aeronaut Transcripts is a research site that aggregates public-company earnings call transcripts, AI-generated summaries, and investor presentations in one place, aimed at investors and analysts who follow multiple companies across sectors.",,,,Yes,,Research Analysts,"Equity research analysts and buy-side investors use this to quickly access, search, and skim earnings call transcripts and AI summaries across multiple public companies without hunting across disparate sources.","Undifferentiated — aggregates public earnings call transcripts and AI summaries, overlapping entirely with Dotadda, Tenzing MEMO, and Marvin Labs without a distinct data source, workflow, or buyer.",,,Unverified,Website: https://transcripts.platformaeronaut.com/,LinkedIn: no verified page found,2026-07-23
Twelve Data,https://twelvedata.com/,"Twelve Data provides APIs, WebSocket streams, and SDKs that deliver real-time and historical market data for stocks, forex, cryptocurrency, ETFs, and fundamentals. It is built for developers and fintech teams who need a single platform to access financial data across global markets.",,,,Yes,,Quant / Data Engineering,"Quant developers and data engineers at hedge funds, fintechs, and trading firms use this to pull real-time and historical market data into trading systems, research tools, and financial applications via API or WebSocket.","Undifferentiated — overlaps heavily with Polygon, Financial Modeling Prep, and viaNexus on multi-asset real-time and historical data APIs with no distinct data source, workflow, or modality evident from provided text.",,,Unverified,Website: https://twelvedata.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/twelvedata,"LinkedIn: page found, no post activity detected",2026-07-23
Carousel,https://usecarousel.com/,"Carousel builds AI add-ins for Microsoft Excel, designed to automate work directly within the spreadsheet. It was acquired by AlphaSense in October 2025.",,"Posts hint at upcoming product announcements but contain no substantive detail about events, partnerships, or hiring.",2025-10-07,Yes,,Research Analysts,Research analysts and finance professionals at investment firms or corporates who use Excel daily and want AI to automate data tasks and analysis within their existing spreadsheet workflows.,"Undifferentiated — described as an Excel AI add-in acquired by AlphaSense with no remaining independent product details to differentiate from Endex, Tracelight, or Filot.",Funded,$500K Pre-Seed,Verified,Website: https://usecarousel.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/carousel-tech | Funding (web search): https://pitchbook.com/profiles/company/593089-57,,2026-07-09
Value Sense,https://valuesense.io/,"ValueSense is a stock analysis platform that helps individual long-term investors find undervalued stocks using tools like an AI stock screener, charting, algorithmic stock alerts, and curated stock idea lists. It targets retail investors who want hedge-fund-style analytics without doing deep manual research.",,"Posts focus on earnings results for major stocks (NVDA, CRM, ORCL, SNOW, DKNG, PINS), curated lists of undervalued or high-quality stocks near 52-week lows, and a thought-leadership piece mapping the Investment & Trading AI landscape that includes ValueSense among 30+ competitors.",2026-03-10,No,,Research Analysts,"Retail and self-directed long-term investors use this platform daily to screen for undervalued stocks, access algorithmic stock picks and alerts, and review curated stock ideas without needing to conduct deep manual research.","Differentiates by targeting retail long-term investors specifically with hedge-fund-style analytics (AI screener, algorithmic alerts, curated idea lists) at consumer pricing — the only platform here explicitly serving retail rather than institutional buyers.",Funded,$650K Pre-Seed,Conflicting,Website: https://valuesense.io/ | LinkedIn (company funding data): https://www.linkedin.com/company/value-sense | Funding (conflicting — used web search): https://www.vcbacked.co/company/value-sense,,2026-07-23
viaNexus,https://vianexus.com/,"viaNexus is a financial data marketplace that gives developers and financial firms access to normalized market data, news, fundamentals, and real-time prices through a single API, with a separate platform (vAST) for embedding that data into AI agents and agentic workflows.","viaNexus offers a single API covering equities, fundamentals, estimates, news, and technical indicators (including RSI-14 alongside moving averages), with an MCP server and Cursor plugin that lets AI agents query licensed financial data; each connector carries its own scoped, signed credential layer (RFC 7591) so data access is validated per tool call and revocable instantly.","viaNexus highlighted a 2025 milestone recap including a partnership with SIX Group to power its next-generation exchange data platform, a demo integration with OpenBB for live dashboards and agent deployment, data partner relationships with MT Newswires, ExtractAlpha, Aiera, BMLL, and SavaNet, and a podcast appearance on Harrington Starr discussing AI-driven changes in market data distribution.",2026-08-05,No,,Quant / Data Engineering,"Quant developers and data engineers at fintechs, banks, and investment firms use viaNexus to access normalized financial data through a single API and wire it into applications, screeners, and AI agent workflows without managing multiple data contracts or integration pipelines.","Uniquely implements per-tool-call scoped, signed credential validation (RFC 7591) on its MCP server, making it the only provider here with revocable, cryptographically governed data access controls for AI agent workflows.",,,Unverified,Website: https://vianexus.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/vianexus/,,2026-08-06
Village,https://village.dev/,"Village builds an AI agent platform for investors that automatically collects and analyzes alternative data from public sources—job postings, prices, reviews, regulatory filings—turning them into continuously updated datasets and monitors. It is aimed at investment professionals who want to track signals like app downloads, stablecoin usage, or sports wagering revenue without needing a dedicated data team.",,,2026-07-06,No,,Research Analysts,"Research analysts and investment professionals at hedge funds or asset managers use this to discover, monitor, and analyze alternative data sources—such as app download trends or regulatory revenue reports—to surface early signals ahead of market moves.","Uniquely automates the collection and continuous updating of alternative data from public sources (job postings, prices, reviews, regulatory filings, app downloads) without requiring a dedicated data team — the most alternative-data-collection-focused platform in this list.",,,Unverified,Website: https://village.dev/ | LinkedIn (company funding data): https://www.linkedin.com/company/villagehq,,2026-07-23
WithAI,https://withai.co/,"WithAI sells Multiplier, an AI-powered workspace for hedge funds and asset managers that connects to their existing tools, data sources, and workflows to automate stock research, portfolio monitoring, and information gathering. It is deployed by WithAI's own team directly into each client's environment, with data staying on the client's cloud.","Multiplier is a unified workspace where institutional investors work alongside AI agents on stock research and portfolio oversight, with the agents trained on each firm's specific processes, data, and conventions. It integrates with a wide range of financial data and portfolio management tools, and WithAI's investor-engineers handle all setup and ongoing maintenance so clients don't have to manage the AI themselves.","WithAI was part of Y Combinator's P26 batch, and co-founders Ian McInnis (formerly at Bridgewater Associates) and Ben Finch (formerly at Sentient Labs) have been publicly announced as the founding team. The company has shared thought leadership content arguing that the core challenge for asset managers is not deploying AI agents but giving them the right context to be useful.",2026-07-03,No,,Research Analysts,"Research analysts and portfolio managers at hedge funds and asset managers use Multiplier daily to automate stock research, monitor companies, and surface relevant information faster across all their existing data sources and tools.","Differentiates by having WithAI's own investor-engineers handle all deployment, setup, and ongoing maintenance inside the client's cloud, so clients never manage the AI themselves — the most fully managed, white-glove deployment model among peers here.",Funded,$3.98M,Conflicting,Website: https://withai.co/ | LinkedIn (company funding data): https://www.linkedin.com/company/withai-inc | Funding (conflicting — used web search): https://app.dealroom.co/news/feed/withai-raises-4m-to-help-hedge-funds-research-stocks-with-ai-agents,,2026-07-23
Ahead Innovation Labs,https://www.aheadinnovationlabs.com/,"Ahead Innovation Labs sells a generative simulation platform that creates synthetic financial market data for stress-testing investment strategies, validating quant models, and scenario analysis — built for institutional investors, portfolio managers, and risk teams.","The platform generates thousands of synthetic price paths conditioned on macroeconomic factors and volatility regimes, allowing risk teams to test portfolios against stress scenarios like correlation spikes and tail events that rarely appear in historical data.",Ahead Innovation Labs received a research grant from Innosuisse to collaborate with the University of Lucerne's Applied AI Research Lab on advancing synthetic data for quantitative trading.,2026-07-29,No,,Risk Teams,Risk managers and quant researchers at hedge funds and institutional asset managers use this platform daily to stress-test portfolios and validate models against synthetic market scenarios — particularly extreme correlation regimes and tail events not captured in historical data.,"Uniquely generates thousands of synthetic price paths conditioned on macro factors and volatility regimes, enabling stress-testing against rare tail events absent from historical data.",Funded,,Partial,Website: https://www.aheadinnovationlabs.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/ahead-innovation-laboratories | Funding (web search): https://www.linkedin.com/posts/ahead-innovation-laboratories_innosuisse-quantitativetrading-syntheticdata-activity-7307653250269282304-yJtY,,2026-07-09
Alphasense,https://www.alpha-sense.com/,"AlphaSense sells an AI-powered market intelligence and search platform that gives business and financial professionals fast access to insights from 500M+ documents including filings, broker research, expert transcripts, and internal content. It is built for teams in investment banking, hedge funds, private equity, asset management, consulting, and large corporates who need to research markets, companies, and competitors.","AlphaSense recently launched Sentiment Indices that convert executive and analyst language from earnings transcripts into quantifiable signals, and introduced SuperAnalyst, an always-on AI agent that autonomously handles research workflows and produces executive-ready reports. The platform also added Connectors to integrate tools like Outlook, Slack, Notion, and Gong with its 500M+ document library for unified research.","AlphaSense hosted multiple webinars on AI investing stacks, private markets alpha, and AI in investment banking workflows, featuring external portfolio managers and bank leaders. The company also announced a new headquarters at Hudson Yards in New York City and published thought leadership on AI adoption concerns.",2026-07-29,No,,Research Analysts,"Research analysts and investment professionals at hedge funds, asset managers, investment banks, and large corporates use AlphaSense daily to search and synthesize market intelligence, company filings, expert transcripts, and broker research to support investment decisions and due diligence.","Differentiates by offering the largest document corpus (500M+ documents) with Sentiment Indices converting executive language into quantifiable signals, plus connectors to Outlook, Slack, Notion, and Gong — the broadest content library and enterprise tool integration among all peers here.",Funded,$350M (2026),Conflicting,Website: https://www.alpha-sense.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/alphasense | Funding (conflicting — used web search): https://finance.yahoo.com/markets/stocks/articles/alphasense-raises-350m-7-5b-120000264.html,,2026-07-09
Alpharepo,https://www.alpharepo.com/,"AlphaRepo is a financial modeling platform targeting buy-side investors, but its website is still under development with no product details publicly available.",,A LinkedIn post highlights that AlphaRepo and co-founder Joseph Brookhart are gaining traction with institutional investors.,2025-10-20,Yes,,Research Analysts,"Buy-side research analysts and portfolio managers at institutional investment firms are the primary users, using AlphaRepo for financial modeling insights to support investment decisions.",Undifferentiated — website is under development with no product details available to assess any differentiator versus peers.,,,Unverified,Website: https://www.alpharepo.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/alpharepo,,2026-07-09
Auquan,https://www.auquan.com/,"Auquan sells AI software that automates end-to-end workflows for institutional finance teams — including credit analysis, ESG screening, LP reporting, and compliance — turning multi-day manual tasks into outputs ready for human review in minutes or hours.","Auquan's AI agents handle the data gathering, document reconciliation, and report drafting in credit and private credit workflows, so analysts focus only on judgment calls like deal screening and underwriting decisions rather than assembly work.","Auquan is actively attending and sponsoring events like SuperReturn International in Berlin, hosting IIT alumni networking events in New York, launching a Global Innovation Roadshow for working sessions with large funds and banks, and hiring across engineering, product, and sales in New York and London.",2026-07-28,No,,Research Analysts,"Credit analysts and investment professionals at private credit funds, banks, and asset managers use Auquan daily to automate deal screening, credit memo generation, and portfolio monitoring, allowing them to evaluate more deals without adding headcount.","Differentiates by automating end-to-end credit analysis, ESG screening, LP reporting, and compliance workflows — the broadest coverage of back-office and compliance-adjacent institutional finance workflows among peers, beyond pure research automation.",Funded,$4.5M Seed (2024),Verified,Website: https://www.auquan.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/auquan | Funding (web search): https://www.businesswire.com/news/home/20241029941794/en/Auquan-Raises-%244.5M-to-Automate-Deep-Work-in-Finance-With-AI,,2026-07-09
Banker,https://www.banker.so/,"Money Co. builds AI-powered accounting software for professional accountants, automating bookkeeping, tax, and CFO workflows into auditable runs that include ledger context, evidence, calculations, and require accountant sign-off before completion.",,,,Yes,,Finance / Accounting,"Accountants and bookkeepers at accounting firms or in-house finance teams use this to automate and review bookkeeping, tax, and CFO workflows with full audit trails.","Uniquely serves professional accountants with auditable bookkeeping, tax, and CFO workflow automation requiring accountant sign-off, versus Finrep's focus on SEC filing and disclosure drafting.",,,Unverified,Website: https://www.banker.so/,"LinkedIn: no page for banker.so (Money Co., AI accounting); a separate 'Banker AI' page exists but is a different company (GenAI lending/underwriting)",2026-07-09
Batonics,https://www.batonics.com/,"Batonics sells AI-powered tools for quantitative investment analysis, including orderbook microstructure analysis, backtesting infrastructure, Monte Carlo simulation, risk modeling, and automated valuation — targeting hedge funds, HFT firms, family offices, and other institutional investors. Their main products are the AILA platform, the Quantoscope (orderbook analytics tool), and Loha AI (a quant research and formal verification platform).","The Quantoscope is a Rust-built platform that reconstructs L3 orderbooks from Databento MBO feeds, engineers 108+ microstructure features (spread, VWAP, cancel/fill rates, order velocities), supports custom time-bucketing from 1 microsecond to 1 hour, and includes a rule-based backtester with latency simulation. Loha AI adds formal verification for safety-critical code in C++, OCaml, Rust, FPGA, and neural networks, using solvers like Z3 and CBMC to produce mathematical correctness guarantees with interactive proof visualizations.","Batonics announced a pilot MoU with GAO Capital (a Singapore-based, MAS-regulated hedge fund and 2022 HFM/Eurekahedge award winner) to discover and validate proprietary trading algorithms using microstructure analysis and evolutionary AI across energy and equity futures markets.",2025-11-24,Yes,,Quant / Data Engineering,"Quantitative researchers and data engineers at hedge funds and HFT firms use Batonics to reconstruct and analyze L3 orderbook data, engineer microstructure features, run backtests, and build or validate algorithmic trading strategies.","The only company here offering L3 orderbook reconstruction with 108+ microstructure features at microsecond granularity, combined with formal mathematical verification (Z3, CBMC) for safety-critical trading code in C++, Rust, OCaml, and FPGA.",,,Unverified,Website: https://www.batonics.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/batonics-ab,,2026-07-09
Blue Flame,https://www.blueflame.ai/,"Blueflame AI is a software platform for private equity, investment banking, and private credit teams that automates research, due diligence, and deal workflow tasks using AI. It connects internal firm data with external sources so deal teams can move faster from initial analysis to final investment recommendation.","Blueflame's core product is Amp, an AI agent with 40+ finance-specific skills (modular workflow templates built by former investors and bankers) that can run multi-step tasks like IC memo analysis, bulk outreach, and market research. Recent additions include an Excel add-in, shared project Spaces, and a Preqin integration for private markets data.","Blueflame has been acquired by Datasite and co-published a report with FT Longitude surveying 1,000 dealmakers on AI adoption in M&A, with findings emphasizing that human oversight remains central to AI-driven dealmaking.",2026-07-28,No,,Research Analysts,"Investment associates and analysts at private equity, investment banking, and private credit firms use Blueflame daily to automate due diligence, market research, and deal memo preparation, reducing manual work across the deal lifecycle.","Differentiates by offering 40+ finance-specific modular skill templates (Amp) built by former investors and bankers, plus a Preqin integration for private markets data — more pre-built, practitioner-designed workflow templates than most peers here.",Funded,$5M Series A,Verified,Website: https://www.blueflame.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/blueflameai | Funding (web search): https://fintech.global/2024/06/25/investment-tech-innovator-blueflame-raises-5m-to-advance-ai-capabilities,,2026-07-09
Boosted.ai,https://www.boosted.ai/,"Boosted.ai sells an AI platform for investment research — including a financial chat tool and automated investment agents — to asset managers, wealth managers, and institutional investors who want to speed up research and analysis workflows.","Boosted.ai's platform, Alfa, synthesizes earnings transcripts, market data, and external intelligence to surface actionable insights across a user's portfolio, with a free tier available for individual use and an API for institutional integration.","The company recently hired Jackie Wylie as CMO, raised a $15M bridge round with participation from a Fidelity fund manager, and its CEO Joshua Pantony has been featured in media discussing AI productivity and enterprise AI adoption challenges.",2026-07-14,No,,Research Analysts,"Investment research analysts and portfolio managers at asset managers and institutional investors use Boosted.ai daily to automate earnings analysis, monitor market movements, and generate shareable research reports at scale.","Undifferentiated — overlaps heavily with Midas, Implied, and AlphaSense on synthesizing earnings transcripts and market data into portfolio insights, with a free tier but no concrete unique data source or modality described.",Funded,$15M bridge round,Verified,Website: https://www.boosted.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/boostedai | Funding (web search): https://workingexcellence.com/boosted-ai-raises-15-million-to-transform-investment-management-with-agentic-and-generative-ai,,2026-07-09
Brownloop,https://www.brownloop.com/,"Brownloop sells an AI platform called Kairos that automates workflows for private equity firms — deal sourcing, portfolio monitoring, LP communications, and fund operations — plus consulting services in data analytics and AI implementation.","Kairos turns a PE firm's historical deal data, IC decisions, and LP interactions into reusable institutional memory so teams can answer DDQs faster, surface real-time portfolio signals, and automate IR reporting without relying on individual staff knowledge.","Brownloop published a co-authored report with Markets Group on AI adoption in PE, is actively hiring a Client Delivery Manager, and posts thought leadership on value creation challenges and AI strategy for PE firms.",2026-07-20,No,,IR / Investor Relations,"IR and deal teams at private equity firms use Kairos daily to automate LP reporting, respond to DDQs from institutional memory, track investor engagement signals, and accelerate deal analysis from teaser to IC.",Uniquely targets private equity back-office workflows — converting historical IC decisions and deal data into institutional memory to automate LP/IR reporting — with no direct IR-only peer in this single-company list.,,,Unverified,Website: https://www.brownloop.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/brownloop,,2026-07-09
Bynd,https://www.bynd.ai/,"Bynd is a generative AI tool for finance professionals that lets users search, extract, and transform data from financial PDFs (annual reports, research reports, investment memos) into Excel tables or charts in seconds. It targets analysts and finance teams who spend significant time manually pulling data from documents.",,,2025-08-22,Yes,,Research Analysts,"Research analysts and investment professionals at banks, asset managers, or consulting firms use this daily to extract financial tables, charts, and key metrics from large volumes of PDFs without manual copy-pasting.","Undifferentiated — overlaps heavily with Prosights and Fira on extracting data from financial PDFs into Excel, without a distinct data source, coverage universe, or workflow beyond document-to-spreadsheet conversion.",,,Unverified,Website: https://www.bynd.ai/,LinkedIn: no verified page found (auto-resolved page was a same-name company),2026-08-10
Canary Data,https://www.canary-data.com/,"Canary Data sells an AI-powered investment research platform to hedge funds and institutional investors, offering tools for idea generation, company screening, fraud detection, accounting analysis, and deep-dive research across public and alternative data sources.","Canary's flagship product, SuperAnalyst, acts as an AI analyst that builds research plans and answers investment questions using custom AI models, public data, and alternative data like credit card and web traffic data. The platform also includes AI screening tools, idea generation agents (e.g., 'Stanley' focused on cyclical longs and shorts), and is accessible via API, web interface, and MCP.","Canary announced a Series B round led by Tiger Global Management with participation from Arena Holdings and executives at leading investment firms. The company was featured in the Wall Street Journal, and its co-founder Joe O'Donnell, a former Tiger Global short portfolio manager, discussed the firm's origin and vision.",2026-06-09,No,,Research Analysts,"Investment analysts and portfolio managers at hedge funds and institutional asset managers use Canary daily to generate trade ideas, screen companies, detect fraud or accounting anomalies, and conduct deep research using AI-driven tools and alternative data.","Differentiates by incorporating alternative data (credit card transactions, web traffic) into its SuperAnalyst research agent alongside public data, with dedicated idea generation agents like 'Stanley' focused on cyclical longs and shorts — the most alternative-data-integrated equity research tool here.",Funded,$45M Series B,Verified,Website: https://www.canary-data.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/canarydatainc | Funding (web search): https://salestools.io/en/report/canary-45m-funding,,2026-07-09
Caprelay,https://www.caprelay.com/,"CapRelay sells a subscription research platform ($59/month) that gives investment professionals instant access to fundamental analysis, bull-bear debates, earnings reviews, management incentives, and qualitative screening for every US-listed company. It also provides an MCP integration so AI agents like Claude and ChatGPT can access the same institutional-grade data programmatically.","CapRelay offers a research platform with features including a qualitative screener with natural-language search, a 'Similar Theses' tool to pattern-match investment ideas, a management and incentives page pulling proxy data, and a one-click podcast discovery tool for any company. It also provides an MCP connector so AI agents can access buy-side-quality context, screeners, and pre-built analysis without relying on consumer finance websites.","Posts highlight that over 50 investment firms use CapRelay, and share observations from investor conversations about how quickly professionals are adopting Claude Code and AI agents for research workflows.",2026-07-13,No,,Research Analysts,"Equity research analysts and investment professionals at hedge funds, asset managers, and other buy-side institutions use CapRelay daily to quickly get up to speed on US-listed companies, screen for ideas using qualitative criteria, and accelerate earnings season coverage.","Differentiates by providing pre-built qualitative analysis including bull-bear debates, management incentives from proxy data, and a 'Similar Theses' pattern-matching tool for every US-listed company at $59/month — the most affordable, pre-built qualitative research library in this list.",,,Unverified,Website: https://www.caprelay.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/caprelay,,2026-07-09
Captide,https://www.captide.ai/,"Captide provides an API that converts SEC filings, earnings calls, proxy statements, and other corporate disclosures into structured, machine-readable data for AI agents. It is built for investment analysts at hedge funds and investment banks who need to query and extract insights from global financial filings at scale.","Captide partnered with Bigdata.com to give users access to international corporate disclosures through that platform, expanding its coverage for investment research automation.","Captide posted an earnings breakdown of Goldman Sachs' Q2 2025 results as a demonstration of its research capabilities, highlighting record revenues and key business unit performance.",2025-11-25,Yes,,Research Analysts,"Equity research analysts at hedge funds and investment banks use Captide daily to query, extract, and analyze data from global corporate filings and earnings calls to accelerate investment research workflows.","Uniquely provides an API that converts global corporate disclosures into structured, machine-readable data for AI agents — functioning as a data infrastructure layer for other platforms rather than an end-user research tool, unlike all other companies here.",Funded,,Partial,Website: https://www.captide.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/captide | Funding (web search): https://www.finsmes.com/2026/02/model-ml-acquires-captide.html,,2026-07-09
Cyndx,https://www.cyndx.com/,"Cyndx sells a suite of AI tools for investment professionals — deal sourcing (Finder), business valuation (Valer), and deep research reports (Scholar) — used to find acquisition targets, identify investors, and value companies. Its customers are investment bankers, private equity and venture capital firms, and corporate development teams.","Cyndx's platform scans signals like funding rounds, hiring surges, and patent filings to surface acquisition targets before they hit a marketed process, and its Scholar product generates 15-20 page deep-research reports on niche industries such as fireworks and orbital data centers. The platform also predicted the Bain Capital / FDH Aero deal using its predictive analytics.","Cyndx participated in the Applied AI in M&A Webinar Series alongside partners Positon AI and Valutico, covering AI in due diligence and valuation. The company also published thought leadership on topics like AI-generated 'slop' in finance and investment opportunities tied to the 2026 World Cup.",2026-07-07,No,,Research Analysts,"Investment bankers and corporate development / M&A analysts at PE firms, family offices, and financial institutions use Cyndx daily to source acquisition targets, run deep-research due diligence, and produce valuation reports.","Differentiates by using predictive signals (funding rounds, hiring surges, patent filings) to surface acquisition targets before they hit a marketed process, with Scholar generating 15-20 page deep-research reports on niche industries — the most deal-sourcing-predictive platform in this list.",Funded,,Conflicting,Website: https://www.cyndx.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/cyndx | Funding (conflicting — used web search): https://www.cbinsights.com/company/cyndx/financials,,2026-07-23
DeepVest,https://www.deepvest.ai/,"DeepVest sells an AI-powered portfolio analysis platform for financial advisors and RIAs, with three tools: AgentLab (conversational portfolio analysis), AdvisorLab (prospect statement audits and proposals), and DataLab (market research), all built with compliance audit trails.","DeepVest's AdvisorLab lets advisors upload a prospect's account statement and get a structured portfolio audit in under 10 minutes, flagging hidden fees, concentration risks, and tax inefficiencies. The platform also includes a Firm-Level Governance Framework that lets CIOs control which data sources and investment policies AI agents can use, with full auditability for compliance.","DeepVest was featured in Morningstar's WealthTech demos, where CEO Toby Wade and CRO Daniel Eyre presented the platform. The company also publishes thought leadership content on topics like passive vs.",2026-07-29,No,,Portfolio Managers / Traders,"Financial advisors and RIAs at wealth management firms use this daily to analyze client and prospect portfolios, generate personalized investment proposals, and prepare for client meetings without manual research.","Uniquely combines prospect statement auditing (fee, concentration, and tax-inefficiency flagging in under 10 minutes) with a CIO-level governance framework controlling AI agent data sources — no peer offers both.",,,Unverified,Website: https://www.deepvest.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/deepvestai,,2026-07-23
Desia,https://www.desia.ai/,"Desia is an AI platform for investment and financial services professionals that lets them search across private and public data, run complex analysis on companies or markets, and auto-generate documents like investment memos and presentations. It targets investment teams at firms doing due diligence, portfolio monitoring, and deal origination.","Desia connects to sources like Outlook, Teams, Gmail, Slack, and Affinity to pull deal context into one workspace, and lets users build agents that automate tasks like drafting DDQ responses, screening opportunities, and extracting financials from Companies House filings. It claims to be 20–30% more precise and 30% faster than generic LLMs on financial workflows, and scored 133 on the Finance Agent Benchmark against a GPT-5 baseline of 100.","Desia was recognized among the top 50 tech companies for private markets and is presenting at Motor Valley Fest 2026. It announced a partnership with Sofina and a case study with Vesper Infrastructure Partners, where its screening engine reduced a 10-hour process to 15 minutes.",2026-05-27,No,,Research Analysts,"Investment analysts and due diligence teams at private equity firms, M&A advisors, and asset managers use Desia daily to automate company research, screen deals, and draft investment memos.","Differentiates by integrating with Outlook, Teams, Gmail, Slack, and Affinity to pull deal context into one workspace, and by publishing a Finance Agent Benchmark score (133 vs GPT-5 baseline of 100) — the most communication-tool-integrated research platform with a public accuracy benchmark.",Funded,$3.3M Pre-Seed,Verified,Website: https://www.desia.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/desia-ai | Funding (web search): https://www.finsmes.com/2024/09/desia-raises-3-3m-in-pre-seed-funding.html,,2026-07-23
Docubridge,https://www.docubridge.ai/,"DocuBridge is an AI-powered Excel add-in that automates financial modeling for growth equity teams, automatically building data cubes, ARR waterfalls, cohort analyses, P&Ls, and unit economics from unstructured data sources in the user's own format.",,"The LinkedIn posts are entirely unrelated to DocuBridge — they cover third-party announcements about Legal AI market trends, Relixir's $2M seed raise, and Zarna's YC F25 backing, none of which involve DocuBridge's products or company news.",2026-01-01,Yes,,Research Analysts,"Growth equity analysts and associates use DocuBridge daily inside Excel to automate the construction of financial models — including cohort analyses, ARR waterfalls, and P&Ls — from raw portfolio company data during due diligence and portfolio monitoring.","Differentiates by automatically building ARR waterfalls, cohort analyses, and unit economics data cubes from unstructured sources in the user's own format — the most specialized SaaS/growth equity financial modeling automation tool in this list.",Funded,$3M Seed,Verified,Website: https://www.docubridge.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/docubridge | Funding (web search): https://www.vcbacked.co/company/docubridge,,2026-07-23
